daylight?,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,
temp on shaded tree while standing at the height of: 84 cm,43.49250746948462,42.13400620107058,35.10633426116431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.254606756110206,34.4907965588348,39.612766254494204,38.33766879403123,28.86777210897543,32.30166906187816,39.71434866376103,43.407893676207664,43.4144588101305,41.76149528463134,41.59863840986691,
temp on shaded tree while standing at the height of: 102 cm,43.6742277001631,42.3616441324931,35.25851962719702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.319484471385294,34.67153241530701,39.82706927603954,38.45507426645452,28.76659009674688,32.34813042655577,39.63517695220679,43.33309701627053,43.32660794805054,41.71682678824453,41.70511691789841,
temp on shaded tree while standing at the height of: 120 cm,43.819235214489424,42.557522784365005,35.38373273199733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.375823995810038,34.8285292786195,40.00391379712221,38.55218040761804,28.679713580337477,32.38639381736948,39.55371344490936,43.240900380392134,43.234917121713465,41.659345632742145,41.793754275628714,
temp on shaded tree while standing at the height of: 138 cm,43.94444705613819,42.70317264909795,35.48719770038315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.433802799220985,34.95081606147443,40.156583936200946,38.61016348698405,28.6011890920488,32.41728617200698,39.480745490006655,43.14275659157801,43.130418111008964,41.60948130745709,41.86864005628087,
temp on shaded tree while standing at the height of: 156 cm,44.02913669331275,42.84727738023997,35.57984509677897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.48166909918882,35.07329857582499,40.285938673887415,38.68095636698325,28.52900748770992,32.45399301602157,39.40690309129576,43.04378086124319,43.038801069813246,41.54774417089595,41.907814078520914,
temp on shaded tree while standing at the height of: 174 cm,44.12124847482107,42.95974003761506,35.673077328142824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.51881589628198,35.1725278048674,40.39281898340306,38.73017745013783,28.465061891574805,32.477247918087016,39.31887524311753,42.95201217836484,42.953492839698356,41.491592203372704,41.960231308228174,
temp on shaded tree while standing at the height of: 198 cm,44.209540975481616,43.101439361209316,35.77002172234302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.580928950044665,35.299751550799044,40.52735620972203,38.78653289003296,28.382548880436673,32.505854671817985,39.22725443352141,42.830120077775746,42.81621509667826,41.421715456705215,42.006977083548975,
temp on open tree while lying at the height of: 3 cm,47.76959919267256,43.917193260367014,35.20827507052212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.166409214527846,38.57821943809222,44.066038617600384,46.316472128957514,43.8588960701735,45.12844220192312,46.148065987659436,47.798628600918676,49.263321510737114,48.74507557329002,45.39755427123691,
temp on open tree while lying at the height of: 12 cm,49.18770080042708,45.43818443413443,35.966604554415085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.248346306073472,39.465758273242784,45.38273860704339,46.968461046095,42.491806459054146,44.250539701279706,46.26510114674409,48.43987066343743,49.91285784672277,49.279609953592114,46.30022615374355,
temp on open tree while lying at the height of: 21 cm,49.47730202462759,45.88905620040151,36.23726208556991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.314385208414024,39.73900069678655,45.70801778833152,46.910924084594,41.4828862695324,43.35706200972038,45.72485638938434,48.08800294611109,49.5811286565995,49.02557569227832,46.37878125744436,
temp on open tree while lying at the height of: 30 cm,49.59212609004487,46.1315305162675,36.39322959568386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.363084948245444,39.89651286871816,45.858118763723155,46.78154774637642,40.71014132927036,42.659041966395876,45.19193130485837,47.668180099878896,49.22315061109964,48.71367350285618,46.34088386826886,
temp on open tree while lying at the height of: 48 cm,49.64408390412518,46.399085418360244,36.59115372488634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.43304924986961,40.07552569841533,45.992401380794036,46.50058907448067,39.565250399815,41.55162882579691,44.35099973719406,46.93505955632071,48.55794308830508,48.16795688377124,46.184540272851336,
temp on open tree while lying at the height of: 66 cm,49.61035533716711,46.53851250299971,36.720314265704246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.49267493144953,40.183306484133595,46.04098080262963,46.25887477507041,38.72234340273428,40.71794163285648,43.64876128737359,46.329508094472544,47.98434618938097,47.70708883979569,46.03229752532911,
temp on open tree while lying at the height of: 84 cm,49.57339785578898,46.62788512020677,36.81343046830807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.53796843663781,40.250986788325406,46.04773145839107,46.0305047640087,38.03379739891301,40.03269844120189,43.08466800471382,45.80513172893285,47.49935223871324,47.321045861662355,45.884255565914145,
temp on open tree while lying at the height of: 102 cm,49.51342754003639,46.69499470562761,36.88068591208224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.56689928354558,40.30172630753566,46.05231620149749,45.83379533841941,37.457329273653784,39.45467863086316,42.57386265240979,45.35801359266799,47.08376422870708,46.971698748689334,45.747450036728026,
temp on open tree while lying at the height of: 120 cm,49.457947187000684,46.738572134404194,36.93617846003514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.60524296906567,40.34165457799054,46.04328559960982,45.66270995530272,36.96087273963764,38.95345903335277,42.13681322908354,44.94668471911888,46.70733082807948,46.66633949498657,45.622226053977045,
temp on open tree while lying at the height of: 138 cm,49.41194275189207,46.77393892804395,36.983048356182564,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.626036780802565,40.37255956498586,46.02315785043561,45.49232870057699,36.52571885730384,38.50070335864763,41.750659476298836,44.58234443639532,46.36598236999981,46.39344869513263,45.49984876531454,
temp on open tree while lying at the height of: 156 cm,49.353552830838794,46.79870743124542,37.02171135077748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.65609943962056,40.403369108739696,46.010771913048416,45.34316476468348,36.13269999988046,38.10335712681314,41.38971477872144,44.24798614074405,46.0567896848587,46.13979785496912,45.3843274206057,
temp on open tree while lying at the height of: 174 cm,49.30843112967045,46.819771552998986,37.06158879292144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.67704289660827,40.42511794231149,45.98970025316481,45.20467287094533,35.776033652896274,37.73428014859661,41.059497059674925,43.94219190286606,45.77533397367188,45.905006306041344,45.29263574441882,
temp on open tree while lying at the height of: 198 cm,49.22937780079593,46.84902642981103,37.10195382699561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.708549915034155,40.44674453320596,45.96716792232985,45.03631419201065,35.34261136594478,37.29455053196688,40.66525281510803,43.57176729194492,45.429903591655034,45.6296614793597,45.16267439391197,
temp on open tree while standing at the height of: 3 cm,45.34192925744401,42.170911637567144,34.539335871680635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.156224200996405,36.393884495389045,41.48788248787537,43.015124756077796,40.06640167357705,42.16516369481457,44.57785426301348,46.7069019598909,47.46584977010622,46.1978876469521,43.195163749059134,
temp on open tree while standing at the height of: 12 cm,47.81049537740364,44.57305908090194,35.6823805147061,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.2247527863978,37.78199999374169,43.6978954909211,44.62777322452115,39.53250919318549,42.30833153088929,45.967704042486275,48.75551403611399,49.46660313238618,47.915689483512665,45.10296963132413,
temp on open tree while standing at the height of: 21 cm,48.41041573311759,45.31246681124901,36.09314888892942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.296773268960976,38.22368813512941,44.30012221718562,44.84058286765304,38.7197040683256,41.64813594383679,45.727379731718884,48.74513084000478,49.4568940256799,47.9652421318371,45.48127811590456,
temp on open tree while standing at the height of: 30 cm,48.69288651304362,45.71846586944366,36.33195698806867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.352370606590284,38.47931586303355,44.60348779182493,44.84673658500952,38.02434513403699,41.050463888702666,45.309994131517726,48.46046947305575,49.24406450030045,47.785924132433365,45.596640676843435,
temp on open tree while standing at the height of: 48 cm,48.923986354742055,46.17768865760121,36.63425161593182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.434598494811894,38.77695659484158,44.910493694567435,44.69452033114777,36.93697192006954,40.001630324707946,44.5642289254983,47.83045019256667,48.689032778937246,47.358679182152,45.60049994064394,
temp on open tree while standing at the height of: 66 cm,48.981676765876614,46.429012044655224,36.831716651391844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.506167009300896,38.95779378412965,45.057466676402726,44.51943229449,36.105035967697404,39.173593460489826,43.872123023905374,47.24871407617735,48.13758621981697,46.93976422609359,45.53532553747726,
temp on open tree while standing at the height of: 84 cm,49.00648113836206,46.59687094404387,36.974320580305914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.561238479344183,39.07578841025986,45.12692873401585,44.32159699519411,35.40629988398905,38.47243498230773,43.299822863558916,46.714186552888805,47.6471802641783,46.56812871924666,45.439735146138844,
temp on open tree while standing at the height of: 102 cm,48.98559565653915,46.72392886241448,37.07912821553168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.596852832924526,39.16478801665738,45.17887594305188,44.14384057382432,34.813631021899084,37.86831341867094,42.76015543386785,46.247529941928576,47.215796706785284,46.216035809104824,45.336134066771365,
temp on open tree while standing at the height of: 120 cm,48.95917911967001,46.81246255245429,37.16457907801674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.64398795464706,39.23587296664152,45.20477123537995,43.98536103247142,34.29650853260057,37.33931727077436,42.293153657745165,45.804470717357844,46.81535036629117,45.90001881406744,45.2352112700795,
temp on open tree while standing at the height of: 138 cm,48.938537229858355,46.88486335321761,37.237427692330584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.669938553636257,39.29163988275491,45.21035135474227,43.815799455118395,33.83992482069232,36.85429596437416,41.87780647557963,45.40744325615816,46.443840253203405,45.61536066213739,45.128257806343356,
temp on open tree while standing at the height of: 156 cm,48.89373960229358,46.93970041170377,37.2982735231634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.707199472164575,39.345152944357494,45.221079182886115,43.6691585972365,33.4241378234222,36.42742643827705,41.48272624181976,45.037757860455315,46.10513543344541,45.344693336761225,45.02109738061631,
temp on open tree while standing at the height of: 174 cm,48.86430365951708,46.98705683596518,37.35872924566053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.733369005727695,39.38542379780489,45.21706410509307,43.527976646773254,33.044808642374846,36.02736285623837,41.115919348967736,44.6974405318752,45.79474763470023,45.09148814556636,44.9405870540167,
temp on open tree while standing at the height of: 198 cm,48.79341148529528,47.04847044793604,37.422070976366854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.77274124566941,39.42763954906553,45.21504859709603,43.35545486311247,32.581177663940935,35.54756295174292,40.67891644384372,44.281661547439796,45.40750974498121,44.793455613563026,44.81654478412008,
temp in the burrow,28.550012207031273,28.709985351562523,28.770013427734398,28.719995117187523,28.580010986328148,28.369989013671898,28.140008544921898,27.890008544921898,27.649987792968773,27.409997558593773,27.179986572265648,26.950006103515648,26.730004882812523,26.570001220703148,26.499993896484398,26.550012207031273,26.709985351562523,26.850000000000023,26.959985351562523,27.129998779296898,27.399987792968773,27.730004882812523,28.080010986328148,28.390008544921898,
temp in chosen micro-environment,28.550012207031273,28.709985351562523,28.770013427734398,28.719995117187523,28.580010986328148,28.369989013671898,28.140008544921898,27.890008544921898,27.649987792968773,27.409997558593773,27.179986572265648,26.950006103515648,26.730004882812523,26.570001220703148,26.499993896484398,26.550012207031273,26.709985351562523,26.850000000000023,26.959985351562523,27.129998779296898,27.399987792968773,27.730004882812523,28.080010986328148,28.390008544921898,
last micro-environment in the current hour,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,burrow,
time in the burrow in the current hour,60.0,60.0,60.0,60,60,60,60,60,60,60,60,60,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,
time in the shade in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time in the open in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time on a shaded tree in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time on an open tree in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active in the open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active in the shade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active on an open tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active on a shaded tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
is foraging?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
energy_lost in the current hour,22.325380717048972,22.681810562269007,22.817020163207623,22.704301160096932,22.391790450060924,21.93097179600366,21.437232403940442,20.91311454732221,20.421978935035753,19.942437691589124,19.49340793997662,19.054546248162392,18.643977010933213,18.350943634940045,18.224183779245223,18.314660548982264,18.607058322953762,18.866804479514,19.07338252847225,19.397166617114536,19.922682961299596,20.58441640771713,21.310263570299842,21.974485536368732,
digesting efficiency,22.692107033168337,23.604033526031213,24.515771902482868,25.42766700766695,26.340001746236577,27.252998798315172,28.166724741417372,29.081247187941283,29.996538270902338,30.912601586202236,31.829408349745837,32.746961583840296,33.665231696062094,34.58402483445337,35.50304723962763,36.421905813974206,37.34024129193188,38.25812006580112,39.17564084628091,40.09260959933047,41.00870520171986,41.923739622010295,42.83765632863517,43.75059010978677,
energy stored in the gut,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,1012.8128672565484,
maximum energy that can be stored in the gut,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,9105.68083187311,
energy gained today,-54.64625336836969
energy balance for today,-544.030271380924
day:,1.7.1982
