daylight?,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
temp on open tree while lying at the height of: 12 cm,22.395955675761968,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.669117229516417,29.21346063757312,33.678698773822816,36.250868690426785,37.769014252312104,38.7397269010732,39.589079846939,40.284129826332276,41.831295198291855,43.333278052812716,44.02060539180047,43.464320925345135,41.23647835665554,37.0494433414479,
temp on open tree while lying at the height of: 21 cm,22.285010046410036,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.551429626038043,28.726181888944666,33.07218719989527,35.667444723307824,37.17113636372869,38.135703338769304,39.01879445435196,39.71817267786031,41.25583800093278,42.7834675031209,43.55060282450296,43.08250725741311,40.97385467765605,36.83702224872894,
temp on open tree while lying at the height of: 30 cm,22.199486722023153,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.477444982120232,28.40035734330462,32.67409647453371,35.277648252053325,36.75115863783424,37.70233815037801,38.58465636948847,39.27748331262859,40.80462127854571,42.36123943698908,43.17256686169969,42.79015301677072,40.76278406146952,36.67806593021464,
temp on open tree while lying at the height of: 48 cm,22.08276152540043,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.390315753465984,27.99757814265024,32.14005214253649,34.73590733828013,36.15975539818942,37.068048600810414,37.93735332810269,38.60191042250227,40.12104265944862,41.706145455031844,42.602231677867564,42.337636039259905,40.451042096764866,36.45494593830142,
temp on open tree while lying at the height of: 66 cm,21.999596011799156,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.338757910275035,27.73552284620206,31.786024554511812,34.35798184307197,35.73630859195515,36.594503441097345,37.45636220965042,38.08482609444496,39.593353363026836,41.21311772312225,42.17614880330814,41.99490506701477,40.21393349725378,36.288214832865776,
temp on open tree while lying at the height of: 84 cm,21.931188353464336,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.29219904149346,27.530763712266207,31.501841293041764,34.06378574741984,35.396327184292204,36.226092021680415,37.059736609816184,37.66539843238888,39.17205192013847,40.812266593075435,41.82259202196076,41.72348890318813,40.01458964719694,36.15843628858528,
temp on open tree while lying at the height of: 102 cm,21.877402970954734,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.259756484020897,27.361703689451872,31.28853139781785,33.825613448552815,35.12550272003028,35.91283084084239,36.73129032996616,37.31628407821893,38.81154548974956,40.47424832101706,41.526147121186625,41.48765189600226,39.85421891361739,36.045610558613646,
temp on open tree while lying at the height of: 120 cm,21.831266000732455,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.232282896983975,27.22738475741204,31.100566283716546,33.62044742220968,34.8839158611749,35.64420153496587,36.4437882500099,37.01352244532899,38.50625380278444,40.1755293496185,41.270084420390106,41.28545845782054,39.71305633450402,35.9481770820816,
temp on open tree while lying at the height of: 138 cm,21.785834337828305,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.213670399399575,27.11364558391324,30.931674077386617,33.44543928595408,34.67933131306944,35.41572453283902,36.192812234917824,36.74514499116776,38.226947392066904,39.91185955292951,41.041741040998375,41.10352924889395,39.58496775776308,35.86734083659911,
temp on open tree while lying at the height of: 156 cm,21.748053067778187,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.195446366204806,27.01393559386929,30.788531163495122,33.291917313622946,34.49273466054785,35.20604483754528,35.96444348982777,36.49748693396174,37.97665389042953,39.67787264485503,40.83495383864522,40.94362844883824,39.47134999859537,35.795869804287236,
temp on open tree while lying at the height of: 174 cm,21.710590011584202,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.181578194440704,26.92792657781763,30.664746710901227,33.14412737326688,34.331094682736136,35.00921624482089,35.760711363181656,36.280606053130896,37.74897600839063,39.466415082427886,40.6511552819224,40.79882305321456,39.37300128886068,35.72467541393746,
temp on open tree while lying at the height of: 198 cm,21.67075174359968,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.157601620470302,26.815656529950672,30.514473725012635,32.98149389990499,34.12638964205132,34.78113297634218,35.51347879039304,36.013624425019714,37.47872089326529,39.20403520723272,40.42622454652087,40.61465902622706,39.24569024693966,35.6510482855731,
temp on open tree while standing at the height of: 3 cm,23.30342317453392,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.11767608801017,29.96581105359718,34.05347628590238,36.125906994524144,37.53563533624498,38.65305002911646,39.7142687532982,40.520182957173176,41.837044856578586,42.887306053637076,43.12600335149767,42.27827601482096,40.07385232793018,36.668678420208664,
temp on open tree while standing at the height of: 12 cm,23.110687439675303,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.63061146929931,28.24926526782076,32.167314384188614,34.61554335866515,36.28592342901982,37.70396892148642,39.12537889955638,40.133655656537485,41.477573304078646,42.53588160210762,42.81196192913001,42.0210405262286,39.87741186272251,36.29893056502931,
temp on open tree while standing at the height of: 21 cm,22.989214886849368,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.451368873072113,27.567701121893094,31.36405635814583,33.892750775697266,35.586101110104266,37.0349349004976,38.53203938905068,39.5707412117921,40.90329152104914,41.98351939820924,42.33974813879797,41.636123308895094,39.61515415510047,36.05842098278595,
temp on open tree while standing at the height of: 30 cm,22.89294252411986,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.338404115627213,27.112679518087532,30.837722691915417,33.40746063531316,35.08770212731923,36.53906436966486,38.05496179189686,39.099494197865,40.417627208734984,41.52763344749525,41.92992551032364,41.320772989719046,39.388536093415894,35.87351574088433,
temp on open tree while standing at the height of: 48 cm,22.758265363822147,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.20381572347344,26.54991693876525,30.1289126754088,32.72986049127985,34.375180537291214,35.797187352140725,37.31846028991828,38.343800822991795,39.65079236482444,40.78928246378632,41.28549102369038,40.81106477879979,39.03924199491621,35.60842604706443,
temp on open tree while standing at the height of: 66 cm,22.660660481482637,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.12363720155662,26.185756636722715,29.660095411151588,32.252949334028585,33.8606678343541,35.233994157202574,36.7576961366712,37.748093331995904,39.04067741341447,40.217268430630156,40.79053579051936,40.413606746580285,38.76586292334309,35.407685923047666,
temp on open tree while standing at the height of: 84 cm,22.579849168004614,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.053177282577792,25.9006249040483,29.28180551939704,31.88242937774868,33.44327227438424,34.790645638931835,36.28876953492835,37.256974810276745,38.54594814558044,39.74465396185883,40.373061479898126,40.09402477388966,38.53220906207952,35.249663097259145,
temp on open tree while standing at the height of: 102 cm,22.51561545168107,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.00334891819449,25.665316937152397,29.000163734187765,31.582403229524232,33.11108679927963,34.41211969198912,35.89697344010892,36.843897571112564,38.11776868517836,39.34177354362441,40.019283966700925,39.8132857682852,38.34221363105456,35.11190861957209,
temp on open tree while standing at the height of: 120 cm,22.46015927747908,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.960782917900758,25.478432198150642,28.750928776692604,31.32145743558175,32.8125752471326,34.085271506826984,35.551509840768176,36.48282701320812,37.752414604571186,38.98305164702202,39.71132729446737,39.57072208758882,38.17366115892327,34.992131766507725,
temp on open tree while standing at the height of: 138 cm,22.405742869077415,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.93116776333818,25.319273071898635,28.52726071051609,31.100034310637852,32.55907900145883,33.805812489584866,35.248154413346526,36.160747104530344,37.416123796295665,38.66449256426063,39.435087747234775,39.35119255745525,38.0197801346269,34.89209221928235,
temp on open tree while standing at the height of: 156 cm,22.36010644584212,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.902112011276984,25.18061006492917,28.336604601302213,30.90544122670019,32.32732990317328,33.54930512714287,34.9710745112024,35.86221194040104,37.113279332227194,38.380441899806044,39.1837508959693,39.157246672270844,37.88261795654296,34.803476289011996,
temp on open tree while standing at the height of: 174 cm,22.314935464852,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.879439292580173,25.06198005615596,28.171914541232866,30.716936319400702,32.12752680034009,33.30706377050319,34.72321430694677,35.59963392702838,36.836781430595124,38.1226695221053,38.9593890532642,38.98095545728313,37.76333124917147,34.715274035525795,
temp on open tree while standing at the height of: 198 cm,22.26630175050252,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.84439660754657,24.904960466852742,27.973152814732714,30.51133635980301,31.87162406303929,33.02598675888311,34.42089890374547,35.275190086864086,36.50710619159827,37.801651868181864,38.683801607728924,38.755995939723675,37.608394360262935,34.62351741715361,
temp in the burrow,23.760003662109398,22.629998779296898,21.689996337890648,20.909997558593773,20.279992675781273,19.760003662109398,19.320001220703148,18.929986572265648,18.580010986328148,18.249993896484398,18.209985351562523,18.749993896484398,19.700006103515648,20.850000000000023,22.219995117187523,23.820001220703148,25.659997558593773,27.140008544921898,28.350000000000023,29.249993896484398,29.830010986328148,30.059991455078148,29.939996337890648,29.350000000000023,
temp in chosen micro-environment,23.30342317453392,18.972478007543486,17.727027039096356,16.946375370208273,16.397210519781538,16.009402505994444,15.694698001550421,15.395935863893953,15.087545730031025,14.790869119105423,20.11767608801017,30.43463024886904,33.07218719989527,33.1,33.1,33.1,33.111715490599806,33.1317772889945,33.79284396083665,34.262293829486396,34.432127033687834,34.182170146798,33.31119399187895,33.1,
last micro-environment in the current hour,open tree,shade,shade,shade,shade,shade,shade,shade,shade,shade,open tree,open tree,open tree,open tree,open tree,open tree,shaded tree,shaded tree,shaded tree,shaded tree,shaded tree,shaded tree,shaded tree,shaded tree,
time in the burrow in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time in the shade in the current hour,0,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time in the open in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
time on a shaded tree in the current hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,
time on an open tree in the current hour,60.0,0,0,0,0,0,0,0,0,0,60.0,60.0,60.0,60.0,60.0,60.0,0,0,0,0,0,0,0,0,
minutes active,0,0,0,0,0,0,0,0,0,0,0,54.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,
minutes active in the open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active in the shade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
minutes active on an open tree,0,0,0,0,0,0,0,0,0,0,0,54.0,60.0,60.0,60.0,60.0,0,0,0,0,0,0,0,0,
minutes active on a shaded tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,
is foraging?,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,
energy_lost in the current hour,13.279922645107835,8.648980204594825,7.645581312181866,7.076890725625445,6.702370031393208,6.44989517644623,6.252020060671406,6.069788953708504,5.8872545658403785,5.716835831644389,9.687426502395189,53.81055175245218,69.86865677939102,70.06132468002883,70.06132468002883,70.06132468002883,70.14264046823345,70.28210620218012,75.03616587318001,78.60623205620199,79.93920169437854,77.98510491710017,71.54177088465761,70.06132468002883,
digesting efficiency,23.050221660246393,23.994603295332315,24.943145496487546,25.894264758843143,26.847179659066846,27.801353032870388,28.756541402417774,29.712687887036225,30.669817520614046,31.62788711556077,32.56840411363979,33.47504376252972,34.37415906846873,35.273199222215,36.17223937596127,37.07127952970754,37.97028805570367,38.86924246091579,39.76644165519385,40.662428633822714,41.557984312020814,42.45417611843719,43.35264871841751,44.25168887216378,
energy stored in the gut,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4229.391876936892,4515.440425357259,4819.473684311636,5123.696590416126,5427.919496520616,5732.142402625106,6036.445193149578,6340.884779066005,6649.831980536339,6961.9802199954875,7275.2865011854265,7586.888401260506,7892.551375913653,8196.774282018143,
maximum energy that can be stored in the gut,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,9347.199999999999,5610.441458528291,9362.552665657811,9347.199999999999,9347.199999999999,9347.199999999999,9340.733049188906,9329.658936475036,8964.750133618169,8705.613806123509,8611.865877404314,8749.842078967504,9230.620916482818,9347.199999999999,
energy gained today,-40.12287564444088
energy balance for today,-1050.9975710019407
day:,1.6.2090
