"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
7166,53.23762131,-91.67071533,"past","climbing",270.6502093,16.04530133,287.7298986,6.499912802,252.1366049,10.53984965,166636.1554,3.912486119,749.165,89.2,138.75,268.8,130.05,3.012619207,0.339240047,3.01262181,3,100,0,0,99.97938038,0.02061962,13.99068009,0.068982168
7201,35.50610733,-93.12802124,"past","climbing",288.5481221,11.01583636,299.5142149,6.384619574,276.9753681,7.428367954,520429.5447,13.74794234,2312.148333,245,29.25,342.3,313.05,35.905325,73.0000894,3.035059774,197.5078312,83.13287186,16.86712814,0,83.09775452,16.90224548,9.579235168,5.877876938
7234,46.2551918,-92.06484985,"past","climbing",277.9952988,15.01853394,293.5304393,6.497271538,260.586574,9.863273914,327329.1286,8.379750775,1447.33,153.1,106.9,292.7,185.8,5.572552989,22.07008098,3.048725161,191.4832905,98.70539465,1.294605352,0,98.66063436,1.339365643,13.20350968,2.079057636
7267,56.57975388,-90.61364746,"past","climbing",268.1533008,16.00582459,287.0608865,7.830470219,251.5152421,8.055427239,121864.4754,2.667833417,570.7216667,68.3,153.25,260.3,107.05,3.030340815,1.696064723,3.030341235,3,100,0,0,99.99861457,0.001385425,13.80961674,0.006494772
7302,39.41350555,-92.35269165,"past","climbing",285.8799022,12.37180341,298.8772269,7.133881101,272.2643535,7.186695826,404768.5369,10.53256632,1829.26,195.7,72.15,315.55,243.4,25.54346415,62.13819491,3.303001012,197.2945243,88.60713691,11.37563251,0.017230585,88.5353428,11.4646572,13.12867718,7.47950359
7335,50.36828995,-91.05560303,"past","climbing",273.4970303,16.16703385,290.7969048,6.649807901,255.0441806,10.63081298,252463.5733,6.298488337,1115.075,122.7,125.2,278.45,153.25,3.388178874,8.450373482,3.053700785,194.2679426,99.82507679,0.149814615,0.025108595,99.82507679,0.17492321,13.10237854,0.575868625
7371,33.1634407,-92.53466797,"past","climbing",292.0791195,10.93123487,302.3456628,6.210375269,280.9312093,8.155800983,589379.3759,15.66474765,2656.491667,287.9,8.6,358.95,350.35,66.22922575,91.17243813,3.116154614,196.952484,67.55035,32.41224981,0.037400188,67.44001945,32.55998055,8.923610882,7.26283005
7403,43.61975479,-91.45602417,"past","climbing",281.214594,13.55581033,295.4914786,6.733399273,265.6353951,7.505237086,343436.9984,8.827549556,1529.61,162.05,102.25,296.7,194.45,9.398656848,34.35901659,3.224203562,196.6179104,96.91659625,3.064342942,0.01906081,96.80731427,3.192685732,13.81315444,3.959467658
7436,54.69312286,-89.85388184,"past","climbing",269.6829581,16.56917469,287.4643463,6.962344132,250.5989591,10.3412194,155622.9167,3.606318084,706.5516667,87.7,140.4,268.55,128.15,3.011059099,1.077291259,3.011062767,3,100,0,0,99.96684221,0.033157792,15.37294071,0.18927796
7473,37.72499847,-91.68417358,"past","climbing",285.9895407,11.17940492,297.1681565,6.180776377,274.1822982,7.662152466,450199.6735,11.79555192,1989.91,211.35,47.45,324.5,277.05,16.74888745,49.84042414,3.049630451,196.2208583,92.96533857,7.013768464,0.020892965,92.90823113,7.091768868,10.65196857,3.749995397
7505,49.04386902,-90.26208496,"past","climbing",274.2629159,15.48652045,290.6705063,6.594233046,256.6144241,10.2038595,257543.4971,6.43971022,1136.56,128.45,122.2,280.35,158.15,3.246316882,6.710062582,3.019459511,173.7692308,99.86006509,0.116350372,0.023584535,99.86714045,0.132859546,13.59768792,0.538971808
7542,31.80228424,-91.88034058,"past","climbing",292.2612931,10.21240707,301.7163227,5.833014147,281.9247504,7.960652467,605387.7143,16.10977946,2716.626667,289.25,8.55,358.25,349.7,47.17153145,81.57988865,3.11119234,195.6523881,77.4540649,22.5459351,0,77.11640933,22.88359067,9.85211603,5.604267373
