"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
11298,49.89101791,-57.32775879,"future","not climbing",280.0219891,9.381774446,290.2955743,5.642846124,270.4035727,4.74232121,94169.45509,1.897911852,505.1466667,82,131,264.25,133.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11344,48.91254425,-56.40838623,"future","not climbing",280.5296742,10.06599618,291.3967411,6.443664826,270.299189,5.418190239,133746.2868,2.998147773,662.4716667,98.05,120.95,269.55,148.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11389,47.93172455,-54.44763184,"future","not climbing",281.6684358,9.41017598,291.5782632,6.195429342,272.3566843,5.430208622,145462.1418,3.323848543,716.4266667,105.25,124.75,277.65,152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,56.73792267,-121.7366638,"future","not climbing",277.8978368,11.80431507,291.2081911,5.49569207,265.930133,8.103706226,118077.7526,2.562562521,583.98,86.3,136.05,257.1,121.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,39.60398483,-116.2406921,"future","not climbing",287.1649166,12.38683385,300.6270709,9.444524411,275.961337,5.999346684,317577.9907,8.108669141,1434.601667,180.8,86.05,300.65,214.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,49.79934311,-118.8015747,"future","not climbing",280.1198363,10.65433047,291.6452867,7.488337427,270.0063255,6.607915563,222904.8831,5.47675675,986.9916667,122.3,123.95,277.05,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,31.86214447,-114.3501129,"future","not climbing",299.0655684,9.412720286,308.4859272,6.845796747,290.5799199,5.963004843,613202.1053,16.32701953,2868.515,340.05,3.1,362.55,359.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,42.56080627,-116.4520874,"future","not climbing",286.7312477,12.48896993,300.7128161,9.756935431,275.4463634,5.792173997,264577.803,6.635263923,1230.181667,170.35,101.9,297.15,195.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,37.44244385,-121.6903992,"future","not climbing",290.6423748,7.882529428,296.6345138,8.163812731,285.2296596,4.735360323,403175.184,10.48827112,1816.59,254.65,18.25,344.9,326.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,34.51068115,-114.4145813,"future","not climbing",299.1777663,12.05559945,310.2406372,10.18500543,288.7328759,6.700645188,332830.1505,8.532679184,1825.081667,333.7,5.4,362.35,356.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,45.17777252,-116.6045074,"future","not climbing",282.4867734,10.87334522,294.5525709,8.197460877,272.8008887,5.757381253,276164.7406,6.95738079,1216.52,143.35,118.85,287.05,168.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,55.13424683,-119.4638214,"future","not climbing",279.3024429,11.86923433,292.3722147,6.407121337,267.3423099,7.642957829,157343.5037,3.654150404,747.3883333,103.15,125.6,264.05,138.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,41.59685516,-122.9201965,"future","not climbing",286.6359909,9.779566512,295.7266835,9.495137567,280.0760341,5.521628158,324306.8892,8.295732518,1434.518333,190.55,46.8,332.15,285.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,47.77222443,-116.7687073,"future","not climbing",285.6918345,10.95112513,297.8272032,8.123545728,275.8563141,6.154651385,272211.6953,6.847486128,1247.773333,158.1,101.3,296.45,195.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,26.1634903,-112.3379364,"future","not climbing",299.5707163,9.163840495,304.5286771,9.020585697,294.6149995,7.216728932,468870.9897,12.31461451,2276.556667,363.6,1.1,365,363.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,39.80634308,-114.5568848,"future","not climbing",286.3552279,12.40928328,300.0286836,8.955619,274.8813884,6.214571004,308365.2543,7.852555068,1392.853333,175.7,95.4,299.05,203.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,49.73788452,-125.8409882,"future","not climbing",282.9496662,8.003791143,291.2336583,6.928285319,276.6981892,4.764536858,204049.1801,4.952568207,938.1533333,121.3,107.15,282.7,175.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,30.73946381,-112.620697,"future","not climbing",301.381942,10.47538871,310.499234,8.046116239,292.5332766,7.242967245,338419.0116,8.688049522,1983.39,355.5,1.05,364.8,363.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,41.47296524,-114.4437103,"future","not climbing",286.7597401,12.81258109,301.1218089,9.654862899,274.9524313,5.779119999,283691.5325,7.166625603,1307.391667,174.45,98.75,298.35,199.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,51.63510513,-116.790802,"future","not climbing",276.3347517,11.24703584,290.0505339,7.147645781,266.803003,6.036149262,143545.4634,3.270564884,658.1116667,89.5,151.5,261.45,109.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,31.75694656,-112.3844604,"future","not climbing",298.5836562,10.68775955,307.2992174,8.921621844,290.009166,7.368360955,432254.343,11.29667174,2152.523333,344.7,2.1,363.5,361.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,54.86213303,-128.1780396,"future","not climbing",278.691096,9.47159022,289.1718947,6.260531352,269.9414199,6.365723932,108949.0326,2.308784105,539.4633333,79.35,137.35,254.6,117.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,52.61437607,-116.5431366,"future","not climbing",277.3827171,10.36708876,288.5118297,5.454851537,267.8069867,7.982836325,112264.3298,2.40094937,537.3616667,85.15,137,265,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,33.42724991,-112.2384491,"future","not climbing",300.2459853,11.77320565,311.0997719,8.811517799,289.6584425,7.089312503,402960.3055,10.48229749,2139.405,342.25,2.75,363.15,360.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,43.82409668,-114.0090027,"future","not climbing",280.927369,12.13579222,294.710447,8.88245608,269.779344,5.133472757,252321.353,6.294534614,1115.596667,135.35,124.95,280.85,155.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,54.19857025,-116.4597778,"future","not climbing",280.3284189,11.39651301,292.2512523,5.855297157,268.6583132,8.394710455,185753.7495,4.443955237,856.725,118.6,116.8,273.35,156.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,34.7724762,-112.0378723,"future","not climbing",291.5692002,11.00783416,301.8068326,8.82757724,281.8990309,6.43281506,444547.1597,11.63841204,1982.721667,255.8,27.4,338.9,311.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,45.15392303,-113.8125458,"future","not climbing",281.3765722,11.18231943,293.0476367,8.511541483,271.4385191,7.007699438,288103.4772,7.289277666,1242.99,146.8,114.9,292,177.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,55.4634819,-116.2831726,"future","not climbing",279.864148,12.89994172,293.8449059,6.432405154,266.251906,8.878387468,200078.4964,4.8421832,922.78,117.85,120.8,267.85,147.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,35.46462631,-111.7346954,"future","not climbing",288.0369538,11.01691129,298.6917249,8.132147748,277.9797009,6.565527264,357768.3532,9.225961219,1600.261667,211.4,67.3,313.5,246.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,46.47768784,-113.60849,"future","not climbing",282.52241,11.32633321,294.5525163,8.235560394,272.2226094,7.202447585,296344.7937,7.518386264,1296.013333,151.1,107.65,294.45,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2083,56.71614838,-116.0984955,"future","not climbing",278.9738335,12.93052299,293.7174704,6.130776602,265.5419593,8.361135953,193861.1719,4.66934158,900.295,109.35,125.55,262.25,136.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118,36.48254776,-111.473175,"future","not climbing",291.0958522,12.4019761,303.0040177,9.580174306,279.4219252,6.78310648,368904.5935,9.5355487,1694.013333,231.5,52.65,320.2,267.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2150,47.15863419,-113.2694092,"future","not climbing",279.8618858,11.38523711,292.3363084,7.854940347,269.0630484,6.660417356,244577.3651,6.079251749,1077.241667,130.75,121.65,279.15,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2183,57.36162567,-115.7269135,"future","not climbing",278.2324155,13.19440689,293.4404095,6.180616543,264.5614422,8.560094256,161317.667,3.764632144,764.8133333,99.3,127.55,259.95,132.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
