mean annual temperature,286.728
sd of mean annual temperature,11.43
mean summer temperature,298.832
sd of mean summer temperature,5.768
mean winter temperature,274.164
sd of mean winter temperature,7.499
mean energy gain per year,324746.657
mean growth rate per year,8.308
mean activity hours per day in different months (hours),0.0,0.02,0.383,2.664,6.564,9.594,10.387,9.703,7.151,2.193,0.101,0.0,
mean activity hours in the open per day in different months (hours),0.0,0.02,0.383,2.41,4.876,4.084,3.491,3.71,4.441,2.095,0.101,0.0,
mean activity hours in the shade per day in different months (hours),0.0,0.0,0.0,0.255,1.688,5.51,6.896,5.993,2.71,0.098,0.0,0.0,
mean time in the burrow in different months (percentage from day time),97.199,93.667,82.611,38.837,4.839,0.1,0.713,0.428,0.996,19.117,68.948,93.872,
mean time in the shade in different months (percentage from day time),0.177,0.56,0.841,3.099,14.968,42.486,57.457,51.844,27.663,4.612,1.622,0.627,
mean time in the open in different months (percentage from day time),2.623,5.773,16.548,58.064,80.192,57.414,41.83,47.728,71.341,76.271,29.43,5.501,
mean time in the burrow in different months (percentage from night time),95.817,91.443,76.974,27.273,1.29,0.0,0.0,0.161,0.0,5.709,60.628,91.118,
mean time in the shade in different months (percentage from night time),4.183,8.557,23.026,72.727,98.71,100.0,100.0,99.839,100.0,94.291,39.372,8.882,
mean days with activity per year,182.4
mean days without activity per year,182.6
mean first day of activity,75.65
mean last day of activity,301.95
years with no activity:,
mean shade minutes per hour in the winter (Dec-Jan-Feb),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567,1.032,1.528,1.891,2.418,3.014,3.71,4.346,4.528,3.435,2.535,0.0,
mean open minutes per hour in the winter (Dec-Jan-Feb),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021,0.399,0.1,0.033,0.0,0.0,0.0,0.0,0.0,1.034,2.639,0.0,
mean burrow minutes per hour in the winter (Dec-Jan-Feb),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.412,58.569,58.372,58.076,57.582,56.986,56.29,55.654,55.472,55.531,54.826,0.0,
mean shade minutes per hour in the summer (Jun-Jul-Aug),55.093,53.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48,51.765,59.47,53.329,31.82,15.495,9.065,6.783,6.685,8.118,12.359,23.902,41.712,
mean open minutes per hour in the summer (Jun-Jul-Aug),4.874,6.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.074,8.234,0.53,6.671,28.18,44.473,50.798,52.83,52.846,51.295,47.049,35.511,17.832,
mean burrow minutes per hour in the summer (Jun-Jul-Aug),0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.001,0.0,0.0,0.0,0.033,0.137,0.387,0.47,0.587,0.592,0.587,0.457,
