hour,posture,height,shade_level,dQe,solar,IR,meta,cond,conv,
0,lying,None,shade,-0.23541320300063606,0.21040568272880578,-0.1396160502335646,0.009730739538892893,-0.10081529541015626,-0.21511827962461388,
0,lying,3,shade,-0.04991055023944399,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.034672462463378906,-0.21511827962461388,
0,lying,12,shade,-0.4260341183072962,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.11812926177978515,-0.5077850483760599,
0,lying,21,shade,-0.66203382721978,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.16649259033203123,-0.6954214287362975,
0,lying,30,shade,-0.841508630231431,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.20168726501464843,-0.8397015570653313,
0,lying,48,shade,-1.1014210272401235,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.2501072677612305,-1.0511939513274418,
0,lying,66,shade,-1.2928106013404261,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.28424132537841795,-1.208449467810557,
0,lying,84,shade,-1.4497558594933375,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.3117809356689453,-1.337855115672941,
0,lying,102,shade,-1.5746007378605793,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.33272205047607417,-1.441758879233054,
0,lying,120,shade,-1.6875552754222412,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.3514569198608398,-1.53597854740995,
0,lying,138,shade,-1.7877407721437706,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.367997688293457,-1.6196232756988624,
0,lying,156,shade,-1.8760766023924982,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.3823322113037109,-1.693624582937336,
0,lying,174,shade,-1.9538204532801906,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.3944685852050781,-1.7592320599236613,
0,lying,198,shade,-2.051284019881339,0.36040172219268035,-0.17025226988302444,0.009730739538892893,-0.4099123031616211,-1.841251908568267,
0,lying,None,open,2.2553503166710955,1.5187002711567268,-0.9250230910047224,0.009730739538892893,0.9325293380737304,0.7194130589064677,
0,lying,3,open,6.045247936848479,2.54937929941436,-0.4499081199956174,0.009730739538892893,3.216632958984375,0.7194130589064677,
0,lying,12,open,5.415765109336836,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.942495832824707,0.3640673575544937,
0,lying,21,open,4.998322062259349,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.819375193786621,0.06974494951509214,
0,lying,30,open,4.691028414217033,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.739662939453125,-0.1578364441937271,
0,lying,48,open,4.234824663402353,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.632184378051758,-0.5065616336070402,
0,lying,66,open,3.897134754919438,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.5586617553710935,-0.7707289194092907,
0,lying,84,open,3.6295030523060547,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.503206056213379,-0.9829049228649596,
0,lying,102,open,3.405082397392371,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.4583848648071287,-1.1625043863723925,
0,lying,120,open,3.2117295284394523,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.4210163299560548,-1.3184887204742382,
0,lying,138,open,3.0376092568545885,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.3878983596801757,-1.4594910217832227,
0,lying,156,open,2.8828882599757257,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.359043098449707,-1.5853567574316167,
0,lying,174,open,2.7420983113747,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.3333818328857423,-1.7004854404686776,
0,lying,198,open,2.5753528572578723,2.54937929941436,-0.4499081199956174,0.009730739538892893,2.3034376174926754,-1.8372866791924383,
0,standing,None,shade,0.19377070856823175,0.3075159978344085,0.20532979570488274,0.009730739538892893,-0.01440218505859375,-0.31440363945135874,
0,standing,3,shade,0.40111792734886154,0.5267409785893021,0.18400305759536506,0.009730739538892893,-0.0049532089233398436,-0.31440363945135874,
0,standing,12,shade,-0.050287086042516194,0.5267409785893021,0.17226418305075208,0.009730739538892893,-0.016875608825683595,-0.7421473783957797,
